Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,order_month
2563,Men,Soccer,Mercurial Superfly,M,2,8503.27,0.54,8687.88,2025-04-13,Retail,Kolkata,2706.61,April
2564,Women,Basketball,LeBron 20,M,2,6518.715,0.72,3650.48,2023-08-07,Online,Delhi,1279.03,August
2565,Women,Lifestyle,Dunk Low,XL,4,3346.95,0.49,6177.96,2024-09-18,Online,Mumbai,1754.48,September
2567,Women,Running,Air Zoom,M,3,5550.99,0.5,8326.48,2024-09-15,Online,Pune,1162.3,September
2569,Women,Basketball,Air Jordan,L,2,8503.27,0.88,2305.23,2024-08-24,Online,Hyderabad,128.89,August
2570,Men,Basketball,Air Jordan,L,2,6165.08,0.48,6411.68,2025-03-22,Online,Bengaluru,2986.69,March
2571,Kids,Soccer,Phantom GT,S,2,4728.95,0.5,4728.95,2023-11-28,Retail,Mumbai,276.98,November
2572,Men,Lifestyle,Waffle One,XL,2,3346.95,0.76,1310.4,2024-01-31,Retail,Pune,1204.81,January
2573,Men,Soccer,Premier III,M,2,5598.98,0.75,2799.49,2024-08-29,Online,Delhi,301.42,August
2574,Women,Soccer,Tiempo Legend,M,2,3502.97,0.5,3502.97,2024-09-19,Retail,Delhi,-542.87,September
2575,Men,Training,Metcon 7,XL,2,3582.67,0.47,3797.63,2025-07-03,Online,Hyderabad,1982.16,July
2576,Kids,Running,Pegasus Turbo,L,2,8503.27,0.5,9134.77,2025-01-04,Online,Pune,-427.11,January
2577,Women,Running,Air Zoom,L,2,5545.52,0.5,5545.52,2023-11-16,Retail,Mumbai,1185.56,November
2578,Men,Lifestyle,Blazer Mid,M,2,6383.24,0.49,6510.9,2025-05-10,Retail,Bengaluru,3550.0,May
2579,Kids,Lifestyle,Dunk Low,S,3,8503.27,0.49,14599.0,2024-07-26,Online,Delhi,589.3,July
2580,Kids,Training,Flex Trainer,M,1,3346.95,0.47,1457.39,2024-12-06,Retail,Kolkata,2978.85,December
2581,Kids,Running,Free RN,L,0,6290.99,0.53,0.0,2024-10-30,Online,Mumbai,800.45,October
2582,Men,Training,Metcon 7,M,2,5817.695,0.47,6166.76,2025-01-16,Online,Kolkata,909.76,January
2583,Men,Soccer,Tiempo Legend,M,2,6045.785,0.5,6045.78,2024-09-03,Retail,Mumbai,3051.16,September
2584,Kids,Running,React Infinity,M,0,6546.46,0.5,0.0,2024-12-21,Retail,Hyderabad,-123.93,December
2585,Kids,Basketball,Kyrie Flytrap,L,2,5066.14,0.48,5268.79,2025-01-17,Retail,Kolkata,-148.71,January
2586,Men,Running,Air Zoom,L,2,5550.99,0.99,111.02,2024-11-24,Online,Mumbai,1146.73,November
2587,Women,Running,React Infinity,S,4,6546.46,0.37,14613.12875,2025-01-16,Online,Bengaluru,-480.01,January
2588,Kids,Basketball,LeBron 20,M,2,6518.715,0.48,6779.46,2025-07-19,Online,Pune,2861.32,July
2589,Men,Training,Metcon 7,M,3,5817.695,0.47,9250.14,2024-09-17,Online,Kolkata,1429.18,September
2590,Men,Soccer,Premier III,XL,2,5598.98,0.5,5598.98,2024-12-21,Retail,Bengaluru,1766.46,December
2591,Women,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2025-06-21,Retail,Kolkata,1261.67,June
2592,Women,Lifestyle,Blazer Mid,M,2,6383.24,0.49,6510.9,2024-10-13,Retail,Mumbai,-907.48,October
2593,Men,Lifestyle,Dunk Low,L,2,8503.27,0.49,8922.12,2025-01-04,Retail,Mumbai,2505.6,January
2594,Women,Training,ZoomX Invincible,XL,3,7944.34,0.67,7864.9,2024-02-23,Retail,Hyderabad,1534.91,February
2595,Men,Basketball,LeBron 20,XL,0,6518.715,0.48,0.0,2024-02-23,Retail,Delhi,420.27,February
2597,Kids,Running,Air Zoom,L,3,3348.83,0.5,5023.24,2024-12-05,Online,Bengaluru,-540.08,December
2598,Women,Training,Metcon 7,M,2,8503.27,0.47,10058.17,2024-12-06,Retail,Bengaluru,3505.24,December
2599,Kids,Training,Flex Trainer,XL,4,6424.54,0.47,13620.02,2024-12-21,Retail,Hyderabad,-562.31,December
2600,Kids,Lifestyle,Air Force 1,M,3,6235.995,0.49,9541.07,2024-11-04,Online,Pune,803.62,November
2601,Women,Soccer,Tiempo Legend,XL,1,6045.785,0.5,3022.89,2024-09-27,Retail,Delhi,3739.4,September
2602,Kids,Running,Free RN,XL,2,3518.53,0.5,3518.53,2024-11-17,Online,Pune,3494.88,November
2603,Women,Running,Air Zoom,L,0,5550.99,0.5,0.0,2025-03-18,Online,Hyderabad,-144.08,March
2605,Kids,Lifestyle,Dunk Low,L,2,7206.45,0.49,7350.58,2025-02-01,Online,Bengaluru,-228.84,February
2606,Women,Lifestyle,Air Force 1,L,2,4040.65,0.49,4121.46,2025-06-04,Retail,Mumbai,805.92,June
2607,Women,Basketball,LeBron 20,XL,2,6518.715,0.48,6779.46,2023-08-31,Online,Kolkata,3522.02,August
2608,Women,Lifestyle,Waffle One,L,2,5582.98,0.49,5694.64,2025-01-16,Online,Kolkata,354.67,January
2609,Kids,Soccer,Premier III,M,2,8503.27,0.5,9649.28,2025-04-26,Online,Bengaluru,2712.88,April
2610,Women,Lifestyle,Blazer Mid,M,2,8359.07,0.49,8526.25,2025-05-06,Online,Bengaluru,167.72,May
2612,Women,Training,Flex Trainer,M,0,6424.54,0.47,0.0,2023-08-10,Retail,Mumbai,507.1,August
2613,Women,Lifestyle,Waffle One,S,3,4374.83,0.27,9580.88,2024-12-21,Retail,Delhi,1473.37,December
2614,Women,Running,React Infinity,XL,2,3346.95,0.5,2265.0,2024-08-05,Retail,Bengaluru,2095.44,August
2615,Women,Soccer,Phantom GT,XL,3,3346.95,0.12,8031.86,2025-03-24,Online,Pune,2105.48,March
2616,Men,Lifestyle,Waffle One,XL,2,5582.98,0.2,8932.77,2024-06-07,Online,Kolkata,2788.41,June
2617,Kids,Soccer,Premier III,XL,0,5598.98,0.5,0.0,2025-01-16,Online,Delhi,2772.05,January
2618,Kids,Lifestyle,Dunk Low,XL,2,6202.99,0.49,6327.05,2025-06-23,Retail,Pune,3718.11,June
2619,Kids,Lifestyle,Waffle One,L,4,5582.98,0.65,7816.17,2024-01-22,Online,Hyderabad,-300.28,January
2620,Kids,Training,Flex Trainer,XL,0,6424.54,0.47,0.0,2025-01-16,Online,Hyderabad,3874.67,January
2621,Kids,Soccer,Phantom GT,L,3,6466.57,0.59,7953.88,2024-05-19,Online,Bengaluru,-1152.86,May
2622,Kids,Lifestyle,Blazer Mid,M,2,8073.58,0.49,8235.05,2025-04-07,Online,Pune,-82.31,April
2623,Men,Running,Pegasus Turbo,L,2,4658.42,0.5,4658.42,2025-04-08,Retail,Mumbai,1622.42,April
2624,Men,Lifestyle,Blazer Mid,XL,0,6383.24,0.49,0.0,2024-12-21,Retail,Bengaluru,2085.94,December
2625,Kids,Training,Flex Trainer,M,2,6815.44,0.47,7224.37,2025-02-05,Online,Pune,3874.57,February
2626,Men,Running,Air Zoom,S,2,5550.99,0.5,5550.99,2025-04-21,Retail,Bengaluru,-757.9,April
2627,Women,Basketball,LeBron 20,S,2,6518.715,0.48,6779.46,2023-12-31,Online,Delhi,282.13,December
2628,Kids,Basketball,Kyrie Flytrap,L,4,5066.14,0.44,11348.15,2025-06-29,Retail,Pune,-348.88,June
2629,Kids,Lifestyle,Waffle One,XL,2,5582.98,0.49,5694.64,2024-10-23,Retail,Bengaluru,1198.75,October
2630,Kids,Running,Pegasus Turbo,L,2,5846.21,0.5,5846.21,2025-01-16,Online,Delhi,3880.6,January
2631,Women,Basketball,Zoom Freak,M,2,6304.01,0.48,6556.17,2025-03-16,Online,Kolkata,2848.46,March
2632,Men,Running,Pegasus Turbo,L,2,7504.2,0.99,150.08,2024-03-10,Online,Pune,2413.42,March
2633,Kids,Basketball,Air Jordan,L,0,6165.08,0.71,0.0,2025-06-13,Online,Bengaluru,3634.35,June
2634,Men,Lifestyle,Waffle One,L,2,5815.75,0.49,5932.06,2024-08-22,Retail,Bengaluru,3190.46,August
2635,Women,Running,React Infinity,M,2,3934.22,0.5,3934.22,2024-02-28,Online,Kolkata,430.63,February
2636,Men,Basketball,LeBron 20,L,2,6518.715,0.48,6779.46,2025-01-16,Online,Bengaluru,3269.14,January
2637,Kids,Training,SuperRep Go,L,2,5280.57,0.47,5597.4,2025-04-20,Retail,Hyderabad,3847.48,April
2638,Men,Soccer,Premier III,M,1,5028.99,0.5,2514.5,2024-01-22,Online,Pune,654.11,January
2639,Men,Lifestyle,Blazer Mid,XL,2,3346.95,0.49,2649.89,2025-06-25,Retail,Pune,374.95,June
2640,Kids,Training,ZoomX Invincible,M,2,7900.02,0.47,8374.02,2024-08-02,Online,Bengaluru,861.92,August
2641,Men,Running,React Infinity,L,2,3346.95,0.5,2890.77,2024-11-27,Online,Bengaluru,1709.06,November
2642,Women,Lifestyle,Air Force 1,XL,2,6235.995,0.49,6360.71,2025-05-17,Retail,Pune,-785.16,May
2643,Men,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2025-04-17,Retail,Mumbai,2715.31,April
2644,Men,Training,SuperRep Go,M,1,3346.95,0.47,1399.22,2024-12-21,Retail,Bengaluru,1466.96,December
2646,Men,Soccer,Premier III,XL,1,5598.98,0.89,615.89,2024-10-20,Retail,Kolkata,2676.52,October
2647,Women,Basketball,Zoom Freak,M,4,6304.01,0.48,13112.34,2025-01-16,Online,Mumbai,747.29,January
2648,Men,Running,React Infinity,L,2,3477.49,0.54,3199.29,2025-03-06,Retail,Delhi,3487.39,March
2649,Women,Basketball,Kyrie Flytrap,L,2,6798.48,0.48,7070.42,2025-02-01,Retail,Mumbai,2297.4,February
2650,Men,Lifestyle,Blazer Mid,L,2,6383.24,0.49,6510.9,2023-08-14,Retail,Bengaluru,3703.68,August
2651,Kids,Basketball,Air Jordan,L,1,6165.08,0.48,3205.84,2024-10-27,Online,Kolkata,-819.33,October
2652,Women,Basketball,Air Jordan,L,2,6165.08,0.48,6411.68,2025-04-10,Online,Delhi,-240.8,April
2653,Men,Running,Pegasus Turbo,M,2,6178.85,0.5,6178.85,2024-12-10,Online,Hyderabad,2550.88,December
2654,Kids,Soccer,Tiempo Legend,M,2,6045.785,0.5,6045.78,2024-07-21,Online,Bengaluru,2933.02,July
2655,Kids,Training,SuperRep Go,L,2,4993.94,0.47,5293.58,2024-12-21,Retail,Mumbai,2420.85,December
2656,Women,Soccer,Premier III,M,1,5246.43,0.5,2623.22,2024-12-21,Retail,Bengaluru,1891.48,December
2657,Kids,Running,Air Zoom,M,4,5550.99,0.5,11101.98,2025-04-07,Online,Delhi,494.45,April
2658,Women,Lifestyle,Dunk Low,L,1,6202.99,0.49,3163.52,2025-04-26,Online,Delhi,155.53,April
2659,Kids,Basketball,LeBron 20,M,2,8503.27,0.48,10343.38,2025-05-12,Online,Hyderabad,-1116.54,May
2660,Men,Training,Flex Trainer,M,2,6424.54,0.47,6810.01,2024-11-01,Retail,Pune,2519.25,November
2661,Kids,Soccer,Tiempo Legend,XL,2,3346.95,0.5,2006.63,2025-01-16,Online,Delhi,3171.69,January
2662,Kids,Training,SuperRep Go,M,0,5280.57,0.47,0.0,2025-01-16,Online,Delhi,2104.46,January
2663,Kids,Training,Metcon 7,L,2,5817.695,0.43,6632.17,2025-06-17,Retail,Delhi,3174.81,June
2664,Kids,Running,Pegasus Turbo,L,2,8503.27,0.5,9103.08,2024-12-11,Online,Mumbai,1726.8,December
2665,Men,Lifestyle,Waffle One,L,2,6140.7,0.49,6263.51,2025-01-16,Online,Delhi,506.87,January
2666,Women,Soccer,Phantom GT,M,2,3700.75,0.5,3700.75,2025-01-16,Online,Kolkata,-963.73,January
2667,Women,Lifestyle,Air Force 1,XL,3,8503.27,0.49,14332.52,2025-03-23,Online,Delhi,-623.95,March
2668,Women,Training,ZoomX Invincible,M,2,6944.2,0.45,7638.62,2024-12-20,Retail,Bengaluru,3138.32,December
2669,Women,Training,Flex Trainer,XL,2,6424.54,0.51,6296.05,2024-12-21,Retail,Pune,1737.23,December
2671,Kids,Running,Air Zoom,XL,2,8503.27,0.5,9264.49,2025-06-26,Retail,Pune,491.18,June
2672,Women,Lifestyle,Air Force 1,XL,2,6235.995,0.49,6360.71,2024-08-04,Online,Mumbai,67.58,August
2673,Kids,Running,Pegasus Turbo,L,2,6891.25,0.63,5099.52,2024-12-21,Retail,Pune,-742.85,December
2674,Women,Lifestyle,Waffle One,S,2,4784.45,0.49,4880.14,2025-01-25,Online,Pune,3357.12,January
2675,Women,Soccer,Premier III,XL,3,5598.98,0.5,8398.47,2025-04-04,Online,Hyderabad,2731.71,April
2676,Men,Running,Air Zoom,L,2,5550.99,0.5,5550.99,2025-05-13,Online,Delhi,3932.36,May
2677,Men,Lifestyle,Air Force 1,M,2,5618.62,0.49,5730.99,2024-12-21,Retail,Bengaluru,1745.96,December
2678,Kids,Running,Pegasus Turbo,L,0,4240.24,0.5,0.0,2024-11-06,Retail,Pune,3483.11,November
2679,Men,Training,Flex Trainer,M,2,3346.95,0.04,5295.51,2024-07-05,Online,Bengaluru,2447.58,July
2680,Kids,Training,Metcon 7,M,2,5817.695,0.47,6166.76,2025-07-21,Retail,Pune,1044.98,July
2681,Women,Running,Pegasus Turbo,M,2,5996.09,0.5,5996.09,2025-01-16,Online,Delhi,3597.08,January
2682,Men,Basketball,LeBron 20,XL,4,6518.715,0.41,14613.12875,2024-08-28,Retail,Pune,3614.76,August
2683,Kids,Lifestyle,Dunk Low,XL,1,6202.99,0.49,3163.52,2025-06-12,Online,Mumbai,1119.71,June
2684,Men,Lifestyle,Blazer Mid,L,0,6383.24,0.73,0.0,2025-04-11,Retail,Mumbai,1556.61,April
2685,Kids,Lifestyle,Dunk Low,M,4,6202.99,0.49,12654.1,2025-05-22,Retail,Hyderabad,1377.72,May
2686,Women,Lifestyle,Blazer Mid,L,2,8503.27,0.49,9777.1,2025-07-03,Retail,Hyderabad,761.26,July
2687,Women,Lifestyle,Waffle One,M,2,3346.95,0.49,2429.58,2024-09-30,Retail,Delhi,1457.93,September
2689,Women,Basketball,LeBron 20,XL,2,5260.17,0.48,5470.58,2025-01-28,Retail,Mumbai,1402.81,January
2690,Kids,Training,Metcon 7,S,2,5817.695,0.47,6166.76,2024-11-21,Online,Mumbai,1125.71,November
2692,Women,Training,Metcon 7,XL,2,5817.695,0.47,6166.76,2024-06-02,Online,Bengaluru,2528.27,June
2693,Kids,Training,ZoomX Invincible,L,2,6944.2,0.47,7360.85,2025-05-11,Online,Bengaluru,262.12,May
2694,Women,Training,Metcon 7,M,2,5817.695,0.47,6166.76,2024-07-25,Online,Hyderabad,-249.45,July
2695,Men,Basketball,Air Jordan,L,2,6165.08,0.48,6411.68,2024-10-12,Online,Hyderabad,3234.28,October
2696,Women,Lifestyle,Blazer Mid,L,2,6383.24,1.0,0.0,2024-11-22,Online,Mumbai,66.43,November
2697,Men,Basketball,Air Jordan,M,2,6165.08,0.09,11220.45,2025-06-25,Online,Delhi,681.86,June
2698,Men,Basketball,LeBron 20,XL,2,6518.715,0.02,12776.68,2024-12-21,Retail,Mumbai,1680.5,December
2699,Men,Lifestyle,Dunk Low,XL,0,6202.99,0.49,0.0,2025-02-21,Online,Mumbai,1052.65,February
2700,Kids,Training,Metcon 7,XL,0,5817.695,0.48,0.0,2025-07-11,Retail,Bengaluru,1423.83,July
2701,Men,Training,SuperRep Go,XL,2,5280.57,0.47,5597.4,2024-11-29,Online,Delhi,2007.01,November
2702,Men,Basketball,Kyrie Flytrap,XL,0,5066.14,0.48,0.0,2024-12-16,Online,Pune,687.32,December
2703,Kids,Running,Pegasus Turbo,L,2,5214.32,0.5,5214.32,2025-06-24,Online,Kolkata,-637.13,June
2704,Women,Basketball,LeBron 20,L,2,5094.43,0.48,5298.21,2025-01-16,Online,Hyderabad,1765.36,January
2705,Men,Running,Pegasus Turbo,L,2,5653.14,0.5,5653.14,2024-01-07,Retail,Pune,-37.88,January
2706,Women,Training,ZoomX Invincible,XL,0,6944.2,0.47,0.0,2025-05-08,Retail,Kolkata,3153.1,May
2707,Men,Running,Free RN,XL,2,3346.95,0.49,3056.12,2025-01-16,Online,Hyderabad,2913.41,January
2708,Kids,Basketball,Kyrie Flytrap,L,2,4523.72,0.48,4704.67,2024-10-14,Online,Hyderabad,-237.9,October
2709,Kids,Running,Free RN,L,1,6302.98,0.48,3277.55,2025-03-08,Retail,Delhi,2835.93,March
2710,Women,Lifestyle,Blazer Mid,M,2,4669.75,0.49,4763.15,2024-12-21,Retail,Bengaluru,-987.12,December
2711,Men,Soccer,Mercurial Superfly,S,2,6569.65,0.5,6569.65,2025-01-16,Online,Delhi,756.18,January
2712,Women,Running,Pegasus Turbo,XL,2,5653.14,0.5,5653.14,2024-07-22,Retail,Delhi,3024.11,July
2713,Men,Lifestyle,Air Force 1,L,1,7877.36,0.55,3544.81,2025-05-10,Retail,Kolkata,3663.49,May
2715,Kids,Basketball,LeBron 20,L,0,6518.715,0.48,0.0,2025-06-13,Online,Kolkata,-1164.37,June
2716,Kids,Training,SuperRep Go,M,0,4830.96,0.47,0.0,2024-11-17,Online,Pune,1344.73,November
2717,Men,Running,Free RN,M,0,8503.27,0.5,0.0,2024-11-17,Online,Delhi,3055.36,November
2718,Men,Basketball,LeBron 20,S,2,8485.23,0.48,8824.64,2024-12-21,Retail,Bengaluru,637.62,December
2719,Women,Training,Metcon 7,M,2,4819.76,0.47,5108.95,2024-03-22,Retail,Kolkata,2066.12,March
2720,Kids,Training,ZoomX Invincible,M,2,6944.2,0.47,7360.85,2024-12-21,Retail,Delhi,2548.78,December
2721,Kids,Training,Flex Trainer,L,0,6424.54,0.47,0.0,2023-11-11,Online,Bengaluru,1275.23,November
2722,Women,Lifestyle,Dunk Low,L,0,6202.99,0.09,0.0,2024-09-30,Online,Kolkata,818.65,September
2723,Women,Lifestyle,Dunk Low,XL,2,3403.54,0.49,3471.61,2025-03-10,Online,Kolkata,221.41,March
2724,Women,Training,Flex Trainer,L,2,8007.22,0.47,8487.65,2025-01-16,Online,Delhi,1190.2,January
2726,Women,Training,Flex Trainer,M,2,6424.54,0.48,6681.52,2024-08-19,Retail,Pune,1392.27,August
2727,Men,Lifestyle,Waffle One,M,2,6154.32,0.94,738.52,2025-01-16,Online,Kolkata,2004.4,January
2729,Kids,Training,Flex Trainer,M,2,6383.55,0.47,6766.56,2025-04-29,Retail,Delhi,2079.06,April
2730,Women,Lifestyle,Dunk Low,L,1,6202.99,0.49,3163.52,2025-01-16,Online,Hyderabad,2140.93,January
2731,Kids,Lifestyle,Dunk Low,M,3,6202.99,0.49,9490.57,2025-03-28,Online,Kolkata,3961.27,March
2732,Women,Training,SuperRep Go,M,0,3402.8,0.47,0.0,2025-03-01,Online,Hyderabad,1045.5,March
2733,Women,Running,Free RN,L,2,6743.38,0.5,6743.38,2024-11-22,Online,Pune,1908.63,November
2734,Women,Soccer,Tiempo Legend,M,2,6045.785,0.5,6045.78,2025-07-10,Online,Bengaluru,1229.08,July
2735,Kids,Running,Free RN,XL,2,6290.99,0.5,6290.99,2024-08-05,Online,Kolkata,928.63,August
2736,Men,Soccer,Tiempo Legend,M,2,6045.785,0.49,6166.7,2025-02-22,Retail,Delhi,3042.49,February
2737,Kids,Basketball,Kyrie Flytrap,XL,2,5066.14,0.48,5268.79,2024-09-10,Retail,Mumbai,144.37,September
2738,Women,Training,ZoomX Invincible,M,3,6944.2,0.39,12707.89,2025-05-11,Retail,Pune,-712.53,May
2739,Kids,Running,Free RN,L,2,6290.99,0.26,9310.67,2025-02-04,Online,Kolkata,2350.69,February
2740,Women,Lifestyle,Air Force 1,XL,1,4922.19,0.49,2510.32,2024-12-21,Retail,Bengaluru,3820.48,December
2741,Women,Training,SuperRep Go,L,2,5241.9,0.47,5556.41,2025-01-15,Online,Hyderabad,-295.49,January
2742,Kids,Lifestyle,Blazer Mid,XL,2,7063.25,0.49,7204.52,2024-11-14,Online,Mumbai,3746.48,November
2744,Men,Running,Pegasus Turbo,L,1,7951.27,0.5,3975.64,2024-12-21,Retail,Delhi,-154.17,December
2745,Men,Soccer,Phantom GT,XL,2,6393.58,0.94,767.23,2024-12-31,Retail,Hyderabad,501.65,December
2746,Women,Basketball,Air Jordan,L,2,8503.27,0.48,10187.52,2024-09-21,Online,Mumbai,1044.46,September
2747,Men,Soccer,Tiempo Legend,XL,4,3346.95,0.5,4967.94,2025-01-16,Online,Delhi,-609.36,January
2748,Men,Basketball,Kyrie Flytrap,XL,2,5066.14,0.05,9625.67,2024-08-14,Retail,Pune,1010.96,August
2750,Women,Lifestyle,Dunk Low,L,2,6202.99,0.49,6327.05,2025-01-16,Online,Hyderabad,2924.09,January
2751,Men,Basketball,Air Jordan,XL,2,4776.83,0.48,4967.9,2025-03-09,Retail,Delhi,2857.99,March
2752,Kids,Lifestyle,Waffle One,L,0,5582.98,0.49,0.0,2025-02-23,Retail,Pune,341.26,February
2753,Men,Running,Pegasus Turbo,L,2,5653.14,0.5,5653.14,2024-12-02,Retail,Kolkata,-364.23,December
2754,Kids,Training,ZoomX Invincible,XL,1,6944.2,0.47,3680.43,2025-01-03,Online,Kolkata,3565.12,January
2755,Men,Running,React Infinity,M,3,8503.27,0.5,12861.0,2024-12-24,Online,Bengaluru,161.95,December
2756,Women,Lifestyle,Waffle One,L,2,8503.27,0.49,8681.07,2023-09-21,Retail,Bengaluru,1491.91,September
2757,Men,Soccer,Phantom GT,M,0,3346.95,0.5,0.0,2025-05-21,Online,Hyderabad,-271.85,May
2758,Women,Lifestyle,Waffle One,M,2,5582.98,0.49,5694.64,2025-01-16,Online,Pune,3986.03,January
2759,Kids,Soccer,Premier III,M,2,5598.98,0.5,5598.98,2024-01-26,Retail,Delhi,1822.72,January
2760,Men,Training,SuperRep Go,S,2,5280.57,0.47,5597.4,2025-05-28,Online,Mumbai,1496.19,May
2761,Kids,Soccer,Premier III,M,4,5598.98,0.5,11197.96,2024-12-21,Retail,Delhi,2588.03,December
2762,Women,Running,Pegasus Turbo,L,2,5653.14,0.5,5653.14,2024-12-21,Retail,Mumbai,-355.55,December
2763,Women,Soccer,Phantom GT,L,4,3346.95,0.5,6657.16,2024-07-31,Online,Pune,-763.34,July
2764,Kids,Lifestyle,Blazer Mid,L,2,7776.94,0.49,7932.48,2025-03-17,Retail,Kolkata,-532.24,March
2765,Women,Soccer,Premier III,M,2,6370.84,0.5,6370.84,2025-06-24,Online,Mumbai,1609.7,June
2766,Women,Lifestyle,Dunk Low,L,2,3346.95,0.49,2661.25,2024-12-23,Retail,Mumbai,-265.27,December
2767,Kids,Basketball,Zoom Freak,L,2,6887.39,0.48,7162.89,2025-07-21,Online,Delhi,1562.76,July
2768,Men,Basketball,LeBron 20,XL,2,6518.715,0.48,6779.46,2025-01-03,Online,Pune,3525.96,January
2770,Men,Soccer,Tiempo Legend,M,2,6045.785,0.7,3627.47,2024-08-22,Online,Kolkata,-1095.12,August
2771,Men,Running,Pegasus Turbo,M,2,5222.92,0.5,5222.92,2025-05-26,Online,Delhi,1804.67,May
2772,Kids,Basketball,Zoom Freak,XL,2,6304.01,0.48,6556.17,2025-01-04,Online,Pune,2332.29,January
2773,Women,Training,ZoomX Invincible,M,1,5045.62,0.47,2674.18,2025-04-02,Online,Hyderabad,1191.02,April
2774,Women,Running,Free RN,XL,2,6290.99,0.5,6290.99,2025-01-16,Online,Bengaluru,585.97,January
2775,Men,Lifestyle,Air Force 1,L,2,6235.995,0.73,3367.44,2025-01-16,Online,Pune,2329.33,January
2776,Men,Training,Flex Trainer,L,2,6424.54,0.47,6810.01,2025-03-17,Retail,Mumbai,1143.68,March
2777,Kids,Basketball,Air Jordan,XL,2,8503.27,0.48,9424.74,2024-12-21,Retail,Kolkata,-9.69,December
2778,Kids,Soccer,Phantom GT,L,0,4462.26,0.5,0.0,2025-06-20,Online,Hyderabad,1006.73,June
2779,Kids,Basketball,Kyrie Flytrap,L,2,5066.14,0.09,9220.37,2024-12-06,Online,Bengaluru,-187.36,December
2780,Men,Training,Metcon 7,S,1,4308.75,0.32,2929.95,2025-01-16,Online,Hyderabad,799.35,January
2781,Men,Training,Metcon 7,XL,1,6546.59,0.68,2094.91,2023-09-03,Retail,Bengaluru,1504.31,September
2782,Women,Training,ZoomX Invincible,M,2,8292.37,0.47,8789.91,2025-01-16,Online,Pune,-816.55,January
2783,Women,Running,React Infinity,L,2,6546.46,0.36,8379.47,2024-09-08,Retail,Pune,134.95,September
2784,Women,Basketball,Kyrie Flytrap,M,2,5066.14,0.48,5268.79,2025-01-28,Online,Pune,2982.03,January
2785,Women,Lifestyle,Blazer Mid,L,2,6383.24,0.49,6510.9,2024-10-20,Retail,Hyderabad,-834.71,October
2786,Women,Lifestyle,Blazer Mid,M,2,6383.24,0.59,5234.26,2024-10-20,Online,Hyderabad,3872.35,October
2787,Kids,Training,Metcon 7,XL,3,3440.88,0.47,5471.0,2024-08-31,Online,Pune,22.93,August
2788,Women,Soccer,Mercurial Superfly,M,2,7478.84,0.5,7478.84,2024-01-04,Retail,Hyderabad,-18.4,January
2789,Kids,Lifestyle,Dunk Low,M,2,6202.99,0.49,6327.05,2024-01-15,Retail,Kolkata,1756.75,January
2790,Kids,Running,React Infinity,XL,2,6546.46,0.5,6546.46,2024-08-17,Retail,Delhi,2554.82,August
2791,Kids,Training,Metcon 7,M,2,5817.695,0.47,6166.76,2024-05-29,Retail,Delhi,1194.43,May
2792,Kids,Lifestyle,Waffle One,L,2,4338.16,0.49,4424.92,2025-05-08,Online,Kolkata,-328.05,May
2793,Men,Running,Pegasus Turbo,XL,0,5653.14,0.5,0.0,2024-10-12,Retail,Bengaluru,922.24,October
2794,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.5,6569.65,2025-01-16,Online,Mumbai,3833.78,January
2795,Women,Running,React Infinity,L,0,6546.46,0.5,0.0,2024-12-21,Retail,Delhi,-615.37,December
2796,Men,Lifestyle,Dunk Low,XL,2,3346.95,0.49,2906.48,2023-11-08,Retail,Mumbai,2597.58,November
2797,Women,Lifestyle,Dunk Low,L,2,3346.95,0.49,2205.54,2025-03-30,Retail,Delhi,3158.47,March
2798,Kids,Lifestyle,Dunk Low,M,2,8503.27,0.49,8717.92,2024-12-21,Retail,Mumbai,430.88,December
2799,Kids,Training,SuperRep Go,L,3,3346.95,0.54,3256.07,2025-07-08,Online,Mumbai,3165.65,July
2800,Women,Running,React Infinity,S,0,8503.27,0.9,0.0,2025-03-13,Online,Delhi,1737.0,March
2801,Women,Running,React Infinity,M,2,6546.46,0.5,6546.46,2024-02-13,Retail,Mumbai,2966.12,February
2802,Men,Running,Free RN,L,3,6290.99,0.5,9436.48,2024-01-19,Online,Kolkata,-231.73,January
2803,Women,Soccer,Mercurial Superfly,XL,0,6569.65,0.5,0.0,2023-11-02,Online,Hyderabad,83.11,November
2804,Kids,Running,Pegasus Turbo,XL,2,5653.14,0.5,5653.14,2025-01-16,Online,Hyderabad,2270.96,January
2805,Women,Running,Pegasus Turbo,L,2,5653.14,0.82,2035.13,2023-08-28,Online,Pune,2037.76,August
2806,Kids,Basketball,Kyrie Flytrap,S,3,4466.78,0.48,6968.18,2024-02-10,Online,Bengaluru,2407.08,February
2807,Kids,Training,ZoomX Invincible,L,2,6944.2,0.47,7360.85,2024-10-01,Online,Hyderabad,875.36,October
2808,Women,Running,Pegasus Turbo,L,0,7810.49,0.5,0.0,2025-01-16,Online,Bengaluru,-65.85,January
2809,Women,Running,Free RN,L,0,3346.95,0.08,0.0,2024-12-21,Retail,Mumbai,-554.84,December
2810,Men,Running,Air Zoom,S,2,3346.95,0.53,2766.83,2024-12-21,Retail,Hyderabad,405.67,December
